,tweet_id,majority_vote
1325,1500229783858339854,0.0
1326,1507066984248270851,0.0
1327,1505918895454142465,0.0
1328,1490091863642157066,0.0
1330,1488937381776474113,1.0
1332,1506596164602413062,1.0
1335,1504955920694095881,1.0
1336,1497445099399176192,1.0
1337,1501633142037299202,1.0
1338,1493183091459899395,1.0
1339,1496405362660024323,1.0
1340,1488974037292363781,0.0
1341,1499051373731713032,0.0
1342,1491404229072031750,1.0
1343,1494389971502960643,1.0
1344,1495920753400811523,1.0
1345,1498330262207451139,1.0
1346,1507088243384360968,1.0
1347,1489898910768406528,1.0
1353,1504948576627179526,1.0
1354,1496149612037644320,0.0
1355,1497876983325229057,0.0
1356,1506416120621936651,0.0
1357,1489220543882665988,0.0
1358,1508747318740328450,1.0
1360,1505570603750862852,0.0
1362,1497787252931497984,1.0
1364,1506730920811929606,1.0
1365,1503733606392418305,0.0
1366,1496584927953002504,0.0
1367,1501900608634245123,1.0
1368,1498994761033818116,1.0
1370,1494558242508505088,1.0
1373,1505101741905301512,1.0
1375,1496231490174205953,1.0
1376,1504109546779947009,1.0
1377,1507230282164109312,1.0
1380,1494064201861640202,1.0
1381,1497898685337944066,0.0
1382,1491338734272663552,0.0
1383,1509459536863768583,0.0
1386,1500931401054662659,0.0
1387,1500792168520237063,0.0
1388,1488801037758742530,0.0
1389,1491296389498048514,0.0
1390,1495500897564172300,0.0
1391,1502224028983087109,0.0
1393,1500442159140515841,0.0
1395,1506907177625214981,0.0
1396,1505250961194946567,2.0
1397,1509601706371391493,0.0
1398,1498611825755271171,1.0
1399,1505140681123274755,1.0
1400,1508699999877713920,1.0
1401,1496892893876789252,1.0
1402,1500235542436450305,1.0
1403,1497111734078914594,1.0
1404,1494381893080473606,1.0
1405,1506033551317389320,0.0
1406,1504378010643968003,0.0
1407,1498297837163102211,0.0
1408,1504936950561652738,1.0
1409,1501899557113847810,0.0
1410,1491301602648784896,0.0
1411,1498988563261964292,1.0
1412,1498748807978356740,1.0
1413,1494081882857873408,1.0
1418,1495447052502904843,0.0
1419,1509549956411056138,2.0
1420,1497611050824335364,0.0
1422,1501895375258591232,1.0
1423,1497960578954010633,1.0
1424,1505273710613352455,1.0
1425,1507089633192157188,1.0
1427,1508916711348703238,0.0
1428,1506205507241005060,0.0
1429,1501485471687491588,0.0
1430,1495694164364771331,2.0
1431,1498381403058233350,1.0
1432,1489332531044442112,1.0
1433,1497169440915562499,0.0
1435,1498057521319325702,1.0
1436,1504906630252670976,1.0
1437,1499456095689060368,0.0
1438,1496747631539798016,1.0
1439,1505344866489978888,0.0
1440,1494797308801822731,1.0
1441,1490762092386955264,1.0
1443,1500452176623194119,1.0
1444,1503795677754761220,1.0
1445,1504429494995668994,0.0
1446,1504936407512588290,1.0
1447,1508028721609027586,1.0
1448,1503117346449276928,1.0
1449,1492093438912876545,1.0
1450,1493215490205966340,2.0
1451,1508142938680922112,1.0
1452,1495344425270194179,1.0
1453,1504166987550892032,1.0
1454,1496838180687220748,1.0
1455,1504546696465989632,0.0
1457,1490805534152343554,1.0
1464,1492251414625669122,1.0
1465,1489715031386341381,1.0
1466,1505245537779728384,1.0
1467,1491347587399839746,1.0
1468,1495477813788434437,1.0
1469,1497517961879474177,1.0
1470,1494276015916556295,2.0
1471,1494719706527322119,1.0
1474,1497219984149331977,1.0
1475,1493001424300564481,1.0
1476,1504123241194995715,1.0
1477,1505237221145726977,0.0
1478,1495989638477094920,0.0
1481,1498895804374949888,1.0
1482,1497924857446555652,1.0
1483,1509046471479410701,1.0
1484,1508459216700329984,0.0
1485,1505656077005824010,1.0
1486,1497708327710638086,1.0
1487,1492076649587822592,1.0
1488,1491872331064659969,0.0
1489,1496544434024026122,2.0
1491,1504512366255427587,0.0
1492,1505122554125733888,1.0
1493,1502076403361140742,1.0
1494,1498635922711187457,1.0
1495,1503717113571205127,0.0
1496,1504183087026122756,1.0
1497,1495887782195171331,0.0
1498,1491010606731698178,1.0
1499,1494966617331089413,1.0
1500,1496767963655028739,1.0
1501,1504275326410670084,0.0
1502,1493184842493796353,0.0
1503,1508837166083944463,1.0
1504,1497981292134256644,2.0
1507,1493658003165356032,1.0
1509,1496434921497415680,0.0
1510,1494762938095255556,1.0
1515,1489628586051088392,0.0
1517,1507671633602961411,0.0
1518,1508392148508594183,0.0
1519,1491812528921489409,1.0
1520,1502936374445588485,1.0
1521,1496561289044365322,0.0
1522,1492823276242055171,1.0
1523,1505133594473381891,0.0
1524,1492141410228883462,1.0
1525,1497149174630002689,0.0
1526,1502966623434596354,1.0
1527,1495950191094030337,1.0
1529,1494409474341318658,1.0
1530,1499427468842840068,0.0
1531,1497245830679461888,0.0
1532,1499571961927770113,1.0
1533,1488590298380918785,1.0
1534,1490773710936096769,0.0
1536,1502293583105343488,0.0
1537,1502627014288814089,1.0
1538,1497290634335506437,1.0
1539,1502901302862487555,0.0
1540,1507499445759488004,2.0
1541,1493606283676733444,0.0
1542,1496366560419717124,1.0
1543,1494578128160763925,0.0
1544,1489543356480954372,0.0
1545,1497910010243960834,0.0
1547,1491675327852122117,0.0
1548,1496589889240023046,2.0
1549,1503852716778565637,1.0
1550,1507132238978240523,1.0
1551,1505475253530775555,2.0
1552,1502758909446082569,2.0
1553,1496428977367494656,1.0
1554,1504602950198517760,1.0
1555,1506301962123456514,0.0
1556,1503650382819565568,0.0
1557,1501148691612188678,2.0
1558,1508114402788134916,1.0
1560,1505844855968346115,2.0
1561,1493645748977733636,0.0
1562,1498324741240852489,2.0
1563,1497846251827597321,1.0
1564,1494278320397168641,1.0
1565,1488784904112463873,1.0
1566,1488604260635971587,2.0
1567,1506732705593151499,2.0
1568,1505251248970285066,0.0
1569,1497607780689141760,2.0
1570,1506978617166901252,2.0
1571,1508421759866920965,2.0
1572,1504895798181572609,1.0
1573,1505154588093169665,2.0
1574,1506712878577065987,1.0
1576,1497330926153572363,1.0
1577,1505103468977135617,0.0
1578,1496828760988999685,2.0
1580,1494355003087196160,0.0
1581,1506214628052946950,0.0
1582,1498567412236660741,1.0
1583,1494616944720424960,1.0
1584,1508136896416858113,1.0
1586,1502312158025199624,1.0
1587,1496255594554171393,1.0
1588,1506953735905456137,0.0
1589,1489276929043804161,1.0
1590,1504201642593427463,0.0
1591,1506287391757287434,0.0
1592,1508875051193487372,1.0
1593,1489698170078703618,1.0
1599,1499190024822210562,1.0
1601,1489513947795529734,1.0
1603,1508778469571837961,2.0
1604,1498275319383478277,1.0
1605,1502223248804696069,1.0
